DATE_TIME,current_contract,next_contract,carry_contract
2006-02-24 06:00:00,20060300,20060600,20060600
2006-05-26 05:00:00,20060600,20060900,20060900
2006-08-28 05:00:00,20060900,20061200,20061200
2006-11-27 06:00:00,20061200,20070300,20070300
2007-02-23 06:00:00,20070300,20070600,20070600
2007-05-28 05:00:00,20070600,20070900,20070900
2007-08-27 05:00:00,20070900,20071200,20071200
2007-11-26 06:00:00,20071200,20080300,20080300
2008-02-25 06:00:00,20080300,20080600,20080600
2008-05-27 05:00:00,20080600,20080900,20080900
2008-08-27 05:00:00,20080900,20081200,20081200
2008-11-26 06:00:00,20081200,20090300,20090300
2009-02-24 06:00:00,20090300,20090600,20090600
2009-05-27 05:00:00,20090600,20090900,20090900
2009-08-27 05:00:00,20090900,20091200,20091200
2009-11-26 06:00:00,20091200,20100300,20100300
2010-02-24 06:00:00,20100300,20100600,20100600
2010-05-27 05:00:00,20100600,20100900,20100900
2010-08-27 05:00:00,20100900,20101200,20101200
2010-11-26 06:00:00,20101200,20110300,20110300
2011-02-24 06:00:00,20110300,20110600,20110600
2011-05-27 05:00:00,20110600,20110900,20110900
2011-08-26 05:00:00,20110900,20111200,20111200
2011-11-25 06:00:00,20111200,20120300,20120300
2012-02-24 06:00:00,20120300,20120600,20120600
2012-05-28 05:00:00,20120600,20120900,20120900
2012-08-27 05:00:00,20120900,20121200,20121200
2012-11-26 06:00:00,20121200,20130300,20130300
2013-02-25 06:00:00,20130300,20130600,20130600
2013-05-27 05:00:00,20130600,20130900,20130900
2013-08-27 05:00:00,20130900,20131200,20131200
2013-11-26 06:00:00,20131200,20140300,20140300
2014-02-24 06:00:00,20140300,20140600,20140600
2014-05-27 05:00:00,20140600,20140900,20140900
2014-08-27 05:00:00,20140900,20141200,20141200
2014-11-26 06:00:00,20141200,20150300,20150300
2015-02-24 06:00:00,20150300,20150600,20150600
2015-05-27 05:00:00,20150600,20150900,20150900
2015-08-27 05:00:00,20150900,20151200,20151200
2015-11-26 06:00:00,20151200,20160300,20160300
2016-02-25 06:00:00,20160300,20160600,20160600
2016-05-27 05:00:00,20160600,20160900,20160900
2016-08-26 05:00:00,20160900,20161200,20161200
2016-11-25 06:00:00,20161200,20170300,20170300
2017-02-24 06:00:00,20170300,20170600,20170600
2017-05-26 05:00:00,20170600,20170900,20170900
2017-08-28 05:00:00,20170900,20171200,20171200
2017-11-27 06:00:00,20171200,20180300,20180300
2018-02-23 06:00:00,20180300,20180600,20180600
2018-05-28 05:00:00,20180600,20180900,20180900
2018-08-27 05:00:00,20180900,20181200,20181200
2018-11-26 06:00:00,20181200,20190300,20190300
2019-02-25 06:00:00,20190300,20190600,20190600
2019-05-27 05:00:00,20190600,20190900,20190900
2019-08-27 05:00:00,20190900,20191200,20191200
2019-11-26 06:00:00,20191200,20200300,20200300
2020-02-25 06:00:00,20200300,20200600,20200600
2020-05-27 05:00:00,20200600,20200900,20200900
2020-08-27 05:00:00,20200900,20201200,20201200
2020-11-26 06:00:00,20201200,20210300,20210300
2021-02-24 06:00:00,20210300,20210600,20210600
2021-05-27 05:00:00,20210600,20210900,20210900
2021-08-27 05:00:00,20210900,20211200,20211200
2021-11-26 06:00:00,20211200,20220300,20220300
2022-02-24 06:00:00,20220300,20220600,20220600
2022-05-27 05:00:00,20220600,20220900,20220900
2022-08-26 05:00:00,20220900,20221200,20221200
2022-11-25 06:00:00,20221200,20230300,20230300
2023-02-24 06:00:00,20230300,20230600,20230600
2023-05-26 05:00:00,20230600,20230900,20230900
2023-08-28 05:00:00,20230900,20231200,20231200
2023-11-27 06:00:00,20231200,20240300,20240300
2024-02-26 06:00:00,20240300,20240600,20240600
2024-05-27 05:00:00,20240600,20240900,20240900
2024-08-27 05:00:00,20240900,20241200,20241200
2024-11-26 09:00:00,20241200,20250300,20250300
2025-02-26 23:00:00,20250300,20250600,20250600
